name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
"Bread stuffing, dry mix, bread",100 g,386,3.4g,0.8g,1mg,1405.00 mg,14.6 mg,168.00 mcg,82.00 mcg,5.766 mg,0.398 mg,0.404 mg,0.596 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,72.00 mcg,0,0.02 mcg,0.152 mg,0.0 mg,0.00 IU,0.38 mg,0.38 mg,1.1 mcg,97.00 mg,0.238 mg,3.81 mg,40.00 mg,0.594 mg,141.00 mg,246.00 mg,48.0 mcg,0.93 mg,11.00 g,0.389 g,0.470 g,0.553 g,0.224 g,3.488 g,0.408 g,0.251 g,0,0.404 g,0.774 g,0.317 g,0.193 g,0.553 g,1.192 g,0.551 g,0.329 g,0.139 g,0.342 g,0.464 g,76.20 g,3.2 g,8.27 g,0,0,0,0,0,0,3.40 g,0.845 g,1.493 g,0.713 g,1.00 mg,0.0 g,5.20 g,0.00 mg,0.00 mg,4.20 g
"Broccoli, raw, flower clusters",100 g,28,0.4g,0.1g,0,27.00 mg,0,71.00 mcg,0.00 mcg,0.638 mg,0.535 mg,0.119 mg,0.065 mg,3000.00 IU,0,0,0,0,0,0,0.00 mcg,0.159 mg,93.2 mg,0.00 IU,0,0,0,48.00 mg,0.045 mg,0.88 mg,25.00 mg,0.229 mg,66.00 mg,325.00 mg,3.0 mcg,0.40 mg,2.98 g,0.118 g,0.145 g,0.213 g,0.020 g,0.375 g,0.095 g,0.050 g,0,0.109 g,0.131 g,0.141 g,0.034 g,0.084 g,0.114 g,0.100 g,0.091 g,0.029 g,0.063 g,0.128 g,5.06 g,2.3 g,1.48 g,0,0,0,0,0,0,0.35 g,0.054 g,0.024 g,0.167 g,0.00 mg,0.0 g,0.92 g,0.00 mg,0.00 mg,90.69 g
"Gravy, golden pork, CAMPBELL'S",100 g,76,5.1g,2.5g,8mg,525.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,0.00 mg,0,0.00 mg,0,0,0,0,0,0,1.69 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08 g,0.0 g,1.69 g,0,0,0,0,0,0,5.08 g,2.542 g,0,0,8.00 mg,0,0.74 g,0,0,87.40 g
"SILK Plus Omega-3 DHA, soymilk",100 g,45,2.1g,0.2g,0,49.00 mg,0,10.00 mcg,0,0,0,0.210 mg,0,412.00 IU,0,0,0,0,0,0,1.23 mcg,0,0.0 mg,49.00 IU,0,0,0,144.00 mg,0,0.44 mg,16.00 mg,0,0,144.00 mg,2.3 mcg,0.25 mg,2.88 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29 g,0.4 g,2.47 g,0,0,0,0,0,0,2.06 g,0.206 g,0,0,0.00 mg,0,0.64 g,0,0,91.13 g
"Cheese, reduced fat, provolone",100 g,274,18g,11g,55mg,615.00 mg,12.9 mg,10.00 mcg,0.00 mcg,0.156 mg,0.476 mg,0.321 mg,0.019 mg,532.00 IU,141.00 mcg,0.00 mcg,45.00 mcg,0.00 mcg,0.00 mcg,0,1.46 mcg,0.073 mg,0.0 mg,13.00 IU,0.15 mg,0.15 mg,1.5 mcg,756.00 mg,0.026 mg,0.52 mg,28.00 mg,0.010 mg,496.00 mg,138.00 mg,14.5 mcg,3.23 mg,24.70 g,0.706 g,1.022 g,1.744 g,0.116 g,6.235 g,0.433 g,1.115 g,0,1.091 g,2.297 g,2.646 g,0.686 g,1.287 g,2.766 g,1.471 g,0.982 g,0.345 g,1.520 g,1.640 g,3.50 g,0.0 g,0.55 g,0,0,0,0,0,0,17.60 g,11.300 g,4.890 g,0.510 g,55.00 mg,0.0 g,3.60 g,0.00 mg,0.00 mg,50.60 g
"Fast foods, strawberry, sundae",100 g,175,5.1g,2.4g,14mg,60.00 mg,0,12.00 mcg,0.00 mcg,0.590 mg,0.290 mg,0.180 mg,0.040 mg,145.00 IU,37.00 mcg,0,0,0,0,0,0.42 mcg,0.050 mg,1.3 mg,0,0.51 mg,0.51 mg,0,105.00 mg,0.050 mg,0.21 mg,16.00 mg,0.110 mg,101.00 mg,177.00 mg,2.9 mcg,0.43 mg,4.09 g,0.136 g,0.142 g,0.321 g,0.036 g,0.805 g,0.085 g,0.105 g,0,0.230 g,0.373 g,0.302 g,0.094 g,0.185 g,0.366 g,0.209 g,0.174 g,0.054 g,0.186 g,0.255 g,29.18 g,0.0 g,0,0,0,0,0,0,0,5.13 g,2.444 g,1.739 g,0.667 g,14.00 mg,0,0.70 g,0,0,60.90 g
"Chicken, raw, giblets, stewing",100 g,168,9.2g,2.6g,240mg,77.00 mg,0,350.00 mcg,0.00 mcg,8.530 mg,3.275 mg,1.106 mg,0.097 mg,10497.00 IU,3152.00 mcg,0,0,0,0,0,10.83 mcg,0.520 mg,11.4 mg,0,0,0,0,10.00 mg,0.275 mg,5.93 mg,18.00 mg,0.151 mg,198.00 mg,226.00 mg,56.1 mcg,3.01 mg,17.89 g,0.874 g,1.198 g,1.676 g,0.238 g,2.729 g,0.983 g,0.416 g,0,0.896 g,1.425 g,1.306 g,0.448 g,0.807 g,0.912 g,0.782 g,0.812 g,0.203 g,0.586 g,0.949 g,2.13 g,0.0 g,0,0,0,0,0,0,0,9.21 g,2.630 g,2.750 g,2.100 g,240.00 mg,0,0.97 g,0,0,69.80 g
"McDONALD'S, McCHICKEN Sandwich",100 g,273,13g,2.3g,27mg,624.00 mg,0,0,0,3.942 mg,0,0.200 mg,0.212 mg,0,0,0,0,0,0,0,0.19 mcg,0,0,0,0,0,0,88.00 mg,0.082 mg,1.74 mg,20.00 mg,0.358 mg,139.00 mg,173.00 mg,0,0.63 mg,10.43 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.97 g,1.3 g,3.57 g,1.93 g,0.00 g,1.03 g,0.00 g,0.43 g,0.17 g,13.21 g,2.346 g,4.401 g,4.964 g,27.00 mg,0,2.28 g,0,0,46.11 g
"Cream, fat free, half and half",100 g,59,1.4g,0.8g,5mg,100.00 mg,15.0 mg,4.00 mcg,0.00 mcg,0.124 mg,0.459 mg,0.237 mg,0.056 mg,43.00 IU,12.00 mcg,0.00 mcg,3.00 mcg,0.00 mcg,0.00 mcg,0,0.52 mcg,0.062 mg,0.7 mg,0.00 IU,0.04 mg,0.04 mg,0.2 mcg,96.00 mg,0.016 mg,0.00 mg,16.00 mg,0.002 mg,151.00 mg,206.00 mg,2.9 mcg,0.81 mg,2.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00 g,0.0 g,5.00 g,0,0,0,0,0,0,1.40 g,0.841 g,0.384 g,0.052 g,5.00 mg,0.0 g,1.00 g,0.00 mg,0.00 mg,86.00 g
"Squash, raw, spaghetti, winter",100 g,31,0.6g,0.1g,0,17.00 mg,8.2 mg,12.00 mcg,0.00 mcg,0.950 mg,0.360 mg,0.018 mg,0.037 mg,120.00 IU,6.00 mcg,16.00 mcg,64.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.101 mg,2.1 mg,0.00 IU,0.13 mg,0.13 mg,0.9 mcg,23.00 mg,0.037 mg,0.31 mg,12.00 mg,0.125 mg,12.00 mg,108.00 mg,0.3 mcg,0.19 mg,0.64 g,0.025 g,0.033 g,0.064 g,0.005 g,0.105 g,0.022 g,0.011 g,0,0.024 g,0.034 g,0.022 g,0.007 g,0.024 g,0.021 g,0.024 g,0.018 g,0.009 g,0.020 g,0.026 g,6.91 g,1.5 g,2.76 g,0,0,0,0,0,0,0.57 g,0.117 g,0.042 g,0.239 g,0.00 mg,0.0 g,0.28 g,0.00 mg,0.00 mg,91.60 g
"Babyfood, strained, lamb, meat",100 g,87,3.4g,1.7g,36mg,43.00 mg,54.7 mg,0.00 mcg,0.00 mcg,2.908 mg,0.112 mg,0.174 mg,0.020 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.90 mcg,0.037 mg,1.2 mg,4.00 IU,0.19 mg,0.19 mg,0.6 mcg,7.00 mg,0.148 mg,1.19 mg,13.00 mg,0.037 mg,104.00 mg,193.00 mg,2.2 mcg,2.43 mg,14.07 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85 g,0.0 g,0.00 g,0,0,0,0,0,0,3.41 g,1.650 g,1.270 g,0.310 g,36.00 mg,0.0 g,0.60 g,0.00 mg,0.00 mg,81.06 g
"Duck, raw, liver, domesticated",100 g,136,4.6g,1.4g,515mg,140.00 mg,0,738.00 mcg,0.00 mcg,6.500 mg,6.184 mg,0.892 mg,0.562 mg,39907.00 IU,11984.00 mcg,0,0,0,0,0,54.00 mcg,0.760 mg,4.5 mg,0,0,0,0,11.00 mg,5.962 mg,30.53 mg,24.00 mg,0.258 mg,269.00 mg,230.00 mg,67.0 mcg,3.07 mg,18.74 g,1.088 g,1.148 g,1.781 g,0.252 g,2.428 g,1.088 g,0.498 g,0,0.995 g,1.691 g,1.418 g,0.444 g,0.932 g,0.929 g,0.806 g,0.833 g,0.264 g,0.660 g,1.181 g,3.53 g,0.0 g,0,0,0,0,0,0,0,4.64 g,1.440 g,0.710 g,0.630 g,515.00 mg,0,1.32 g,0,0,71.78 g
"Duck, raw, meat and skin, wild",100 g,211,15g,5g,80mg,56.00 mg,0,21.00 mcg,0.00 mcg,3.317 mg,0.701 mg,0.269 mg,0.351 mg,88.00 IU,26.00 mcg,0,0,0,0,0,0.65 mcg,0.530 mg,5.2 mg,0,0,0,0,5.00 mg,0.312 mg,4.16 mg,20.00 mg,0.019 mg,168.00 mg,249.00 mg,12.8 mcg,0.77 mg,17.42 g,1.119 g,1.124 g,1.698 g,0.269 g,2.697 g,1.066 g,0.454 g,0,0.878 g,1.449 g,1.468 g,0.465 g,0.723 g,0.894 g,0.748 g,0.738 g,0.237 g,0.650 g,0.902 g,0.00 g,0.0 g,0,0,0,0,0,0,0,15.20 g,5.040 g,6.800 g,2.020 g,80.00 mg,0.0 g,1.16 g,0,0,66.52 g
"Oil, salad or cooking, soybean",100 g,884,100g,16g,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,8.18 mg,8.18 mg,183.9 mcg,0.00 mg,0.000 mg,0.05 mg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0.0 mcg,0.01 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,100.00 g,15.650 g,22.783 g,57.740 g,0.00 mg,0.0 g,0.00 g,0.00 mg,0.00 mg,0.00 g
"Candies, OH HENRY! Bar, NESTLE",100 g,462,23g,9.6g,7mg,193.00 mg,37.1 mg,44.00 mcg,0.00 mcg,2.545 mg,0.539 mg,0.121 mg,0.149 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.20 mcg,0.086 mg,0.0 mg,0.00 IU,2.21 mg,2.21 mg,1.2 mcg,69.00 mg,0.353 mg,0.50 mg,51.00 mg,0.535 mg,140.00 mg,259.00 mg,3.2 mcg,1.19 mg,7.70 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.50 g,1.9 g,46.20 g,0,0,0,0,0,0,23.00 g,9.600 g,5.530 g,2.706 g,7.00 mg,0.0 g,1.50 g,4.00 mg,44.00 mg,2.30 g
"Candies, KRACKEL Chocolate Bar",100 g,512,27g,16g,11mg,196.00 mg,0,6.00 mcg,0,0.260 mg,0.420 mg,0.190 mg,0.050 mg,102.00 IU,0,0,0,0,0,0,0,0.040 mg,0.8 mg,0,0,0,0,158.00 mg,0.020 mg,1.06 mg,13.00 mg,0.000 mg,123.00 mg,325.00 mg,3.5 mcg,0.49 mg,6.62 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.96 g,2.2 g,52.53 g,0,0,0,0,0,0,26.58 g,15.920 g,6.250 g,0.570 g,11.00 mg,0.0 g,1.29 g,0,0,1.17 g
"Candies, BABY RUTH Bar, NESTLE",100 g,459,22g,12g,0,230.00 mg,34.9 mg,12.00 mcg,0.00 mcg,1.251 mg,0.333 mg,0.121 mg,0.058 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.06 mcg,0.042 mg,0.0 mg,0.00 IU,0.93 mg,0.93 mg,2.3 mcg,47.00 mg,0.225 mg,0.63 mg,43.00 mg,0.351 mg,94.00 mg,249.00 mg,2.5 mcg,0.72 mg,5.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.80 g,2.0 g,54.00 g,0,0,0,0,0,0,21.60 g,12.100 g,5.557 g,2.638 g,0.00 mg,0.0 g,1.21 g,4.00 mg,119.00 mg,6.99 g
"PEPPERIDGE FARM, Hamburger Bun",100 g,278,3.7g,1g,1mg,381.00 mg,0,0,0,3.270 mg,0,0.310 mg,0.310 mg,99.00 IU,0,0,0,0,0,0,0,0,1.0 mg,0,0,0,0,153.00 mg,0,2.27 mg,0,0,0,0,0,0,0.01 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.00 g,1.8 g,7.71 g,0,0,0,0,0,0,3.71 g,0.960 g,0.710 g,1.840 g,1.00 mg,0,1.98 g,0,0,33.30 g
"Pickle and pimiento loaf, pork",100 g,225,16g,5.3g,58mg,1040.00 mg,31.7 mg,37.00 mcg,0.00 mcg,2.486 mg,0.443 mg,0.115 mg,0.392 mg,260.00 IU,78.00 mcg,4.00 mcg,147.00 mcg,46.00 mcg,87.00 mcg,0,0.54 mcg,0.418 mg,7.8 mg,33.00 IU,0.40 mg,0.40 mg,5.1 mcg,109.00 mg,0.105 mg,1.33 mg,34.00 mg,0.111 mg,153.00 mg,371.00 mg,7.9 mcg,1.68 mg,11.23 g,0.616 g,0.857 g,0.923 g,0.136 g,1.734 g,0.696 g,0.309 g,0,0.447 g,0.748 g,0.797 g,0.258 g,0.392 g,0.532 g,0.420 g,0.415 g,0.111 g,0.328 g,0.479 g,8.46 g,1.5 g,8.46 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,15.95 g,5.287 g,7.060 g,2.804 g,58.00 mg,0.0 g,4.07 g,0.00 mg,0.00 mg,60.29 g
"SMART SOUP, Indian Bean Masala",100 g,57,0.9g,0.2g,0,92.00 mg,0,0,0,0,0,0,0,0,0,0,233.00 mcg,0,0,0,0,0,0.0 mg,0,0,0,0,22.00 mg,0,1.00 mg,0,0,0,0,0,0,3.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.50 g,2.6 g,2.30 g,0,0,0,0,0,0,0.88 g,0.180 g,0,0,0.00 mg,0,1.10 g,0,0,84.30 g
"SMART SOUP, Moroccan Chick Pea",100 g,51,1.1g,0.2g,0,148.00 mg,0,0,0,0,0,0,0,0,0,0,288.00 mcg,0,0,0,0,0,0.0 mg,0,0,0,0,23.00 mg,0,1.00 mg,0,0,0,0,0,0,2.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70 g,3.1 g,4.20 g,0,0,0,0,0,0,1.06 g,0.180 g,0,0,0.00 mg,0,0.80 g,0,0,86.40 g
"SMART SOUP, Thai Coconut Curry",100 g,36,1.1g,0.4g,0,141.00 mg,0,0,0,0,0,0,0,0,0,0,179.00 mcg,0,0,0,0,0,0.0 mg,0,0,0,0,19.00 mg,0,0.00 mg,0,0,0,0,0,0,0.80 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50 g,1.0 g,3.70 g,0,0,0,0,0,0,1.06 g,0.350 g,0,0,0.00 mg,0,0.70 g,0,0,91.00 g
"NABISCO, NABISCO RITZ Crackers",100 g,492,23g,5.5g,0,882.00 mg,0,72.00 mcg,55.00 mcg,4.880 mg,0.370 mg,0.265 mg,0.442 mg,0,0,0,0,0,0,0,0,0.060 mg,0,0,3.49 mg,3.49 mg,50.0 mcg,154.00 mg,0.124 mg,4.47 mg,19.00 mg,0.540 mg,273.00 mg,119.00 mg,4.6 mcg,0.61 mg,7.23 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.51 g,2.3 g,8.14 g,0.59 g,0.00 g,0.64 g,0.00 g,0.58 g,6.33 g,23.21 g,5.450 g,6.276 g,10.896 g,0,0,2.93 g,0,0,3.12 g
"Fast foods, with chili, hotdog",100 g,260,12g,4.3g,45mg,421.00 mg,0,64.00 mcg,20.00 mcg,3.280 mg,0.480 mg,0.350 mg,0.190 mg,51.00 IU,3.00 mcg,0,0,0,0,0,0.26 mcg,0.040 mg,2.4 mg,0,0,0,0,17.00 mg,0.090 mg,2.88 mg,9.00 mg,0.100 mg,168.00 mg,146.00 mg,11.4 mcg,0.68 mg,11.85 g,0.657 g,0.733 g,0.995 g,0.157 g,2.542 g,0.709 g,0.326 g,0,0.497 g,0.853 g,0.729 g,0.222 g,0.463 g,0.797 g,0.525 g,0.408 g,0.113 g,0.315 g,0.534 g,27.45 g,0,0,0,0,0,0,0,0,11.79 g,4.258 g,5.785 g,1.042 g,45.00 mg,0,1.10 g,0,0,47.80 g
"Spices, red or cayenne, pepper",100 g,318,17g,3.3g,0,30.00 mg,51.5 mg,106.00 mcg,0.00 mcg,8.701 mg,0,0.919 mg,0.328 mg,41610.00 IU,2081.00 mcg,0.00 mcg,21840.00 mcg,6252.00 mcg,13157.00 mcg,0,0.00 mcg,2.450 mg,76.4 mg,0.00 IU,29.83 mg,29.83 mg,80.3 mcg,148.00 mg,0.373 mg,7.80 mg,152.00 mg,2.000 mg,293.00 mg,2014.00 mg,8.8 mcg,2.48 mg,12.01 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.63 g,27.2 g,10.34 g,0,0,0,0,0,0,17.27 g,3.260 g,2.750 g,8.370 g,0.00 mg,0.0 g,6.04 g,0.00 mg,0.00 mg,8.05 g
"MOTHER'S, Iced Oatmeal Cookies",100 g,463,18g,5.8g,1mg,493.00 mg,0,60.00 mcg,0,2.100 mg,0,0.170 mg,0.270 mg,0,0,0,0,0,0,0,0,0.010 mg,0,0,0,0,0,0,0,2.30 mg,6.00 mg,0,33.00 mg,110.00 mg,0,0.20 mg,5.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.00 g,2.7 g,36.30 g,0,0,0,0,0,0,18.00 g,5.800 g,4.200 g,6.700 g,1.00 mg,0,0,0,0,3.50 g
"Chili, canned entree, no beans",100 g,118,7.1g,2.3g,21mg,411.00 mg,42.2 mg,8.00 mcg,0.00 mcg,1.245 mg,0.157 mg,0.111 mg,0.031 mg,271.00 IU,14.00 mcg,19.00 mcg,138.00 mcg,30.00 mcg,16.00 mcg,0,1.02 mcg,0.129 mg,1.8 mg,3.00 IU,0.59 mg,0.59 mg,2.2 mcg,30.00 mg,0.188 mg,2.01 mg,20.00 mg,0.276 mg,77.00 mg,185.00 mg,6.5 mcg,1.12 mg,7.53 g,0.522 g,0.406 g,0.636 g,0,1.240 g,0.625 g,0.168 g,0,0.298 g,0.559 g,0.393 g,0.103 g,0.284 g,0.457 g,0.332 g,0.309 g,0,0.188 g,0.378 g,6.10 g,0.5 g,1.10 g,0.42 g,0,0,0,0,0.68 g,7.10 g,2.255 g,2.469 g,0.501 g,21.00 mg,0.0 g,1.59 g,0.00 mg,0.00 mg,77.68 g
"Burrito, frozen, beef and bean",100 g,239,9.6g,2.9g,8mg,587.00 mg,22.5 mg,80.00 mcg,62.00 mcg,2.889 mg,0.008 mg,0.236 mg,0.393 mg,212.00 IU,11.00 mcg,0.00 mcg,117.00 mcg,21.00 mcg,52.00 mcg,0,0,0.090 mg,0.8 mg,0,0.64 mg,0.64 mg,6.8 mcg,34.00 mg,0.211 mg,2.96 mg,32.00 mg,0.481 mg,72.00 mg,221.00 mg,10.7 mcg,0.99 mg,7.26 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.84 g,4.2 g,0.70 g,0,0,0,0,0,0,9.61 g,2.949 g,3.789 g,1.358 g,8.00 mg,0,1.81 g,0,0,50.48 g
"Ostrich, cooked, outside strip",100 g,156,3.8g,1.4g,93mg,72.00 mg,0,16.00 mcg,0.00 mcg,7.158 mg,1.321 mg,0.293 mg,0.233 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,6.26 mcg,0.546 mg,0.0 mg,0,0.24 mg,0.24 mg,0,5.00 mg,0.154 mg,4.30 mg,26.00 mg,0.019 mg,254.00 mg,367.00 mg,38.0 mcg,4.91 mg,28.55 g,1.832 g,1.952 g,2.670 g,0.293 g,4.377 g,1.908 g,0.717 g,0.509 g,1.356 g,2.320 g,2.521 g,0.798 g,1.178 g,1.488 g,1.142 g,1.252 g,0.255 g,0.928 g,1.410 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,3.83 g,1.430 g,1.590 g,0.440 g,93.00 mg,0.0 g,0.83 g,0.00 mg,0.00 mg,66.88 g
"Onions, tops only, young green",100 g,27,0.5g,0.1g,0,15.00 mg,4.3 mg,30.00 mcg,0.00 mcg,0.330 mg,0.138 mg,0.026 mg,0.030 mg,4000.00 IU,200.00 mcg,0.00 mcg,2400.00 mcg,0.00 mcg,858.00 mcg,0,0.00 mcg,0.088 mg,13.4 mg,0.00 IU,0.21 mg,0.21 mg,156.3 mcg,52.00 mg,0.031 mg,0.51 mg,16.00 mg,0.150 mg,25.00 mg,159.00 mg,0.5 mcg,0.20 mg,0.97 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74 g,1.8 g,3.91 g,2.12 g,0.00 g,1.64 g,0.00 g,0.00 g,0.16 g,0.47 g,0.087 g,0.022 g,0.064 g,0.00 mg,0.0 g,0.51 g,0.00 mg,0.00 mg,92.32 g
"Pork, unprepared, bacon, cured",100 g,417,40g,13g,66mg,662.00 mg,47.8 mg,0.00 mcg,0.00 mcg,4.022 mg,0.555 mg,0.081 mg,0.276 mg,37.00 IU,11.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.50 mcg,0.266 mg,0.0 mg,16.00 IU,0.43 mg,0.43 mg,0.0 mcg,5.00 mg,0.042 mg,0.41 mg,12.00 mg,0.011 mg,144.00 mg,198.00 mg,20.1 mcg,1.18 mg,12.62 g,0.723 g,0.813 g,1.181 g,0.142 g,1.928 g,0.570 g,0.513 g,0.044 g,0.598 g,1.039 g,1.123 g,0.346 g,0.524 g,0.510 g,0.527 g,0.555 g,0.150 g,0.500 g,0.638 g,1.28 g,0.0 g,1.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,1.00 g,39.69 g,13.296 g,17.439 g,6.454 g,66.00 mg,0.0 g,2.17 g,0.00 mg,0.00 mg,44.24 g
"Nuts, dried, pinyon, pine nuts",100 g,629,61g,9.4g,0,72.00 mg,0,58.00 mcg,0.00 mcg,4.370 mg,0.210 mg,0.223 mg,1.243 mg,29.00 IU,1.00 mcg,0,0,0,0,0,0.00 mcg,0.111 mg,2.0 mg,0.00 IU,0,0,0,8.00 mg,1.035 mg,3.06 mg,234.00 mg,4.333 mg,35.00 mg,628.00 mg,0,4.28 mg,11.57 g,0.605 g,2.251 g,1.054 g,0.210 g,1.969 g,0.589 g,0.277 g,0,0.450 g,0.834 g,0.434 g,0.207 g,0.443 g,0.622 g,0.491 g,0.367 g,0.146 g,0.424 g,0.598 g,19.30 g,10.7 g,0,0,0,0,0,0,0,60.98 g,9.377 g,22.942 g,25.668 g,0.00 mg,0,2.26 g,0,0,5.90 g
"GIRL SCOUTS, Do-si-dos Cookies",100 g,478,21g,5.9g,0,301.00 mg,0,46.00 mcg,0,10.200 mg,0,0.150 mg,0.260 mg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40 mg,0,0,31.00 mg,149.00 mg,0,0,8.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.00 g,3.7 g,31.10 g,0,0,0,0,0,0,21.40 g,5.900 g,6.500 g,7.300 g,0.00 mg,0,0,0,0,3.00 g
"GIRL SCOUTS, Tagalongs Cookies",100 g,558,35g,19g,0,371.00 mg,0,63.00 mcg,0,4.500 mg,0,0.090 mg,0.140 mg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10 mg,17.00 mg,0,37.00 mg,217.00 mg,0,0.20 mg,8.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.20 g,3.5 g,30.90 g,0,0,0,0,0,0,35.30 g,19.200 g,8.400 g,6.300 g,0.00 mg,0,0,0,0,1.80 g
"SWANSON, Chicken and Dumplings",100 g,93,4.1g,1.8g,14mg,401.00 mg,0,0,0,0,0,0,0,202.00 IU,0,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,16.00 mg,0,0.29 mg,0,0,0,0,0,0,4.45 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72 g,0.8 g,0.81 g,0,0,0,0,0,0,4.05 g,1.822 g,0,0,14.00 mg,0,0.98 g,0,0,80.80 g
"McDONALD'S, Creamy Ranch Sauce",100 g,468,52g,7.9g,21mg,708.00 mg,0,0.00 mcg,0,0.033 mg,0.189 mg,0.079 mg,0.031 mg,0.00 IU,0.00 mcg,0,0.00 mcg,0,0,0,0.23 mcg,0.040 mg,0.0 mg,0,3.42 mg,3.42 mg,0,29.00 mg,0.037 mg,0.25 mg,3.00 mg,0.022 mg,30.00 mg,78.00 mg,0,0.13 mg,1.11 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49 g,0.0 g,3.45 g,0.10 g,0.00 g,0.10 g,0.91 g,0.00 g,2.33 g,52.03 g,7.894 g,11.094 g,28.178 g,21.00 mg,0,2.01 g,0,0,41.36 g
